headline,group_name,group_description,importance_score
'Pak didn't agree to pre-summit agenda',InternationalRelations,"Diplomacy, bilateral relations, global affairs",6.7
Pakistan media sees a spoiler in India,InternationalRelations,"Diplomacy, bilateral relations, global affairs",9.1
Vajpayee fans pray for summit's success,InternationalRelations,"Diplomacy, bilateral relations, global affairs",9.3
Agra summit: A baraat gone awry,InternationalRelations,"Diplomacy, bilateral relations, global affairs",9.2
Junior doctors to shun work from July 23,InternationalRelations,"Diplomacy, bilateral relations, global affairs",7.8
A man of single-minded focus and fealty,InternationalRelations,"Diplomacy, bilateral relations, global affairs",7.4
US for sustained Indo; Pak partnership,InternationalRelations,"Diplomacy, bilateral relations, global affairs",9.2
Census enumerators unpaid still,InternationalRelations,"Diplomacy, bilateral relations, global affairs",8.6
Mulayam blames Govt for summit failure,InternationalRelations,"Diplomacy, bilateral relations, global affairs",7.1
Proposal to run battery-operated buses in Old City,InternationalRelations,"Diplomacy, bilateral relations, global affairs",8.1
Give grants to poor countries; US tells WB,InternationalRelations,"Diplomacy, bilateral relations, global affairs",8.5
Summit failure disappoints Lankan media,InternationalRelations,"Diplomacy, bilateral relations, global affairs",9.1
No increase in bonus of policy-holders: LIC,InternationalRelations,"Diplomacy, bilateral relations, global affairs",6.9
BJP; Sangh relieved at summit failure,InternationalRelations,"Diplomacy, bilateral relations, global affairs",9.0
US reviewing sanctions on India,InternationalRelations,"Diplomacy, bilateral relations, global affairs",7.0
Agra summit disappoints PoW's parents,InternationalRelations,"Diplomacy, bilateral relations, global affairs",6.6
Award for eucalyptus resarch,InternationalRelations,"Diplomacy, bilateral relations, global affairs",9.0
Blackwill sworn in as US ambassador to India,InternationalRelations,"Diplomacy, bilateral relations, global affairs",6.9
Hopes dashed: US media,InternationalRelations,"Diplomacy, bilateral relations, global affairs",9.5
MU fails to use UGC funds for sports; says Senator,InternationalRelations,"Diplomacy, bilateral relations, global affairs",7.4
India; Pakistan have moved an inch closer,InternationalRelations,"Diplomacy, bilateral relations, global affairs",8.6
Make summit draft proposals public: Laloo,InternationalRelations,"Diplomacy, bilateral relations, global affairs",8.5
Agra summit outcome hurts martyrs families,InternationalRelations,"Diplomacy, bilateral relations, global affairs",7.9
No Indian PoWs in Pakistani jails,InternationalRelations,"Diplomacy, bilateral relations, global affairs",8.1
Pharmacists' raises banner against bogus colleagues,InternationalRelations,"Diplomacy, bilateral relations, global affairs",7.3
Ketan denies foreign bank account ownerships,InternationalRelations,"Diplomacy, bilateral relations, global affairs",8.1
US wants strategic ties with India,InternationalRelations,"Diplomacy, bilateral relations, global affairs",9.4
Pvt firm to 'identify' obvious civic problems,InternationalRelations,"Diplomacy, bilateral relations, global affairs",9.3
Minister seeks help of religious heads,InternationalRelations,"Diplomacy, bilateral relations, global affairs",7.6
China sees less chances of war with India,InternationalRelations,"Diplomacy, bilateral relations, global affairs",7.2
Smart City status proves elusive,InternationalRelations,"Diplomacy, bilateral relations, global affairs",9.5
Who will wag the campus fag?,InternationalRelations,"Diplomacy, bilateral relations, global affairs",6.8
Status of women takes a further beating,InternationalRelations,"Diplomacy, bilateral relations, global affairs",7.8
Come join us: New engg colleges woo CET aspirants,InternationalRelations,"Diplomacy, bilateral relations, global affairs",8.1
Summit fizzles; panelists sizzle,InternationalRelations,"Diplomacy, bilateral relations, global affairs",7.6
Now; focus shifts to ZP chiefs' elections,InternationalRelations,"Diplomacy, bilateral relations, global affairs",8.8
Bajaj 'Eliminator' hits the road,InternationalRelations,"Diplomacy, bilateral relations, global affairs",7.6
Summit as Entertainment brThe Great Indian Soap Trick,InternationalRelations,"Diplomacy, bilateral relations, global affairs",7.6
V P raps govt for not preparing for summit,InternationalRelations,"Diplomacy, bilateral relations, global affairs",9.1
Arjun Atwal tied fifth at Sioxland Open,InternationalRelations,"Diplomacy, bilateral relations, global affairs",7.5
Census to determine failed co-operatives,InternationalRelations,"Diplomacy, bilateral relations, global affairs",9.0
Porous borders a major concern: Buddhadeb,InternationalRelations,"Diplomacy, bilateral relations, global affairs",9.4
US warns of Indonesian turmoil,InternationalRelations,"Diplomacy, bilateral relations, global affairs",8.9
New excise policy to facilitate sale of foreign liquor,InternationalRelations,"Diplomacy, bilateral relations, global affairs",8.3
Govt will try for all-party consensus on power reforms,InternationalRelations,"Diplomacy, bilateral relations, global affairs",7.4
How does heat from the sun reach us through space?,InternationalRelations,"Diplomacy, bilateral relations, global affairs",6.8
MONEY WISEbrLessons from US 64 debacle,InternationalRelations,"Diplomacy, bilateral relations, global affairs",8.1
Dubya; cheap and nasty American import into EU,InternationalRelations,"Diplomacy, bilateral relations, global affairs",7.7
Lack of homework cause of summit failure,InternationalRelations,"Diplomacy, bilateral relations, global affairs",7.2
Demand for corporation status to Junagadh,InternationalRelations,"Diplomacy, bilateral relations, global affairs",7.0
PM blames Pakistan for talks' fiasco,InternationalRelations,"Diplomacy, bilateral relations, global affairs",7.0
US slump may last longer than expected,InternationalRelations,"Diplomacy, bilateral relations, global affairs",7.2
SFI protests delay in issuing bus passes,InternationalRelations,"Diplomacy, bilateral relations, global affairs",7.9
US wants strategic ties with India: Rocca,InternationalRelations,"Diplomacy, bilateral relations, global affairs",7.2
Kannabiran writes to CM on teachers' 'harassment',InternationalRelations,"Diplomacy, bilateral relations, global affairs",9.3
Soli J SorabjeebrUS Supreme Court East Timor,InternationalRelations,"Diplomacy, bilateral relations, global affairs",9.0
Dragon; Tiger of China eye India,InternationalRelations,"Diplomacy, bilateral relations, global affairs",6.9
Let us invite Mohajirs for talks,InternationalRelations,"Diplomacy, bilateral relations, global affairs",8.8
US grant to Indian agriculture scientist,InternationalRelations,"Diplomacy, bilateral relations, global affairs",8.4
UN begins probe into videotape affair,InternationalRelations,"Diplomacy, bilateral relations, global affairs",7.0
2 killed as bus hits auto,InternationalRelations,"Diplomacy, bilateral relations, global affairs",7.6
Consensus eludes members on varsity report,InternationalRelations,"Diplomacy, bilateral relations, global affairs",7.6
PM's response to summit debate on Thursday,InternationalRelations,"Diplomacy, bilateral relations, global affairs",6.6
11 killed in trekker-bus collision,InternationalRelations,"Diplomacy, bilateral relations, global affairs",6.6
Agra summit not a failure: BJP,InternationalRelations,"Diplomacy, bilateral relations, global affairs",6.9
PM for consensus to resolve Naga issue,InternationalRelations,"Diplomacy, bilateral relations, global affairs",9.4
Don't be apologetic about summit: PM to partymen,InternationalRelations,"Diplomacy, bilateral relations, global affairs",8.3
CBI files report on Airbus deal in HC,InternationalRelations,"Diplomacy, bilateral relations, global affairs",9.2
Shun evil; says seer,InternationalRelations,"Diplomacy, bilateral relations, global affairs",7.2
Underpass trial run soon,InternationalRelations,"Diplomacy, bilateral relations, global affairs",8.4
Jassal new Indian ambassador to Israel,InternationalRelations,"Diplomacy, bilateral relations, global affairs",7.8
It won't be all fun when Lankans meet Kiwis,InternationalRelations,"Diplomacy, bilateral relations, global affairs",8.4
Oppn flays govt over 'failure' of summit,InternationalRelations,"Diplomacy, bilateral relations, global affairs",7.9
Russia finds Nilgiri tea bitter,InternationalRelations,"Diplomacy, bilateral relations, global affairs",7.9
Indian tea exports hit by Iran ban,InternationalRelations,"Diplomacy, bilateral relations, global affairs",7.7
Israel awaits President K R Narayanan's visit,InternationalRelations,"Diplomacy, bilateral relations, global affairs",8.8
India; Russia agree on cost to set up Kudankulam plant,InternationalRelations,"Diplomacy, bilateral relations, global affairs",8.8
Education loan hike draws aspirants to banks,InternationalRelations,"Diplomacy, bilateral relations, global affairs",7.5
Circus animals get caught up in legal cobweb,InternationalRelations,"Diplomacy, bilateral relations, global affairs",7.4
India has 5 years advantage over China in IT,InternationalRelations,"Diplomacy, bilateral relations, global affairs",9.3
How babus switched from English to Hindi,InternationalRelations,"Diplomacy, bilateral relations, global affairs",7.7
Ministers; babus fight it out in court,InternationalRelations,"Diplomacy, bilateral relations, global affairs",7.5
China takes note of Indo-Israeli 'Phalcon' deal,InternationalRelations,"Diplomacy, bilateral relations, global affairs",8.1
US donates $25;000 to PM's relief fund,InternationalRelations,"Diplomacy, bilateral relations, global affairs",6.5
Foreign militant killed; 3 held in J&K,InternationalRelations,"Diplomacy, bilateral relations, global affairs",8.9
US NMD for friends; not just allies,InternationalRelations,"Diplomacy, bilateral relations, global affairs",6.6
India; Russia agree on cost of Kudankulam nuke plant,InternationalRelations,"Diplomacy, bilateral relations, global affairs",8.9
Dunlop sees exodus of executives in last 7 months,InternationalRelations,"Diplomacy, bilateral relations, global affairs",7.2
China hospital sets record for weight loss,InternationalRelations,"Diplomacy, bilateral relations, global affairs",8.7
US to develop next generation nuclear technologies,InternationalRelations,"Diplomacy, bilateral relations, global affairs",9.1
Her surrender was an honest attempt: Arjun Singh,InternationalRelations,"Diplomacy, bilateral relations, global affairs",7.0
UN to send observer mission for Fiji election,InternationalRelations,"Diplomacy, bilateral relations, global affairs",8.0
PM's reply to debate on Agra summit on Aug 1,InternationalRelations,"Diplomacy, bilateral relations, global affairs",6.9
Directive to Centre on circus animals,InternationalRelations,"Diplomacy, bilateral relations, global affairs",7.9
US not to involve itself in Indo-Pak talks,InternationalRelations,"Diplomacy, bilateral relations, global affairs",8.7
UN to monitor sanctions against Taliban,InternationalRelations,"Diplomacy, bilateral relations, global affairs",6.5
